date,country,co2,treatment_dummy,post_dummy,treatment_post_dummy
2008-01-01,switzerland,0.0523118402463325,1,1,1
2008-02-01,switzerland,0.061365726679611,1,1,1
2008-03-01,switzerland,0.0517739465646371,1,1,1
2008-04-01,switzerland,0.1711404395617677,1,1,1
2008-05-01,switzerland,0.0076157066006636,1,1,1
2008-06-01,switzerland,0.003081764963543,1,1,1
2008-07-01,switzerland,-0.0038443608931117,1,1,1
2008-08-01,switzerland,-0.0069428889899079,1,1,1
2008-09-01,switzerland,0.0292440304125882,1,1,1
2008-10-01,switzerland,0.0042314566181396,1,1,1
2008-11-01,switzerland,7.079642275442666e-05,1,1,1
2008-12-01,switzerland,0.0154272098943089,1,1,1
2009-01-01,switzerland,0.0865660742582505,1,1,1
2009-02-01,switzerland,0.0295097715568743,1,1,1
2009-03-01,switzerland,-0.0184457567137066,1,1,1
2009-04-01,switzerland,-0.1033931883447394,1,1,1
2009-05-01,switzerland,-0.0527513816606415,1,1,1
2009-06-01,switzerland,0.0020040765516142,1,1,1
2009-07-01,switzerland,-0.0379758683649207,1,1,1
2009-08-01,switzerland,-0.1008131591205696,1,1,1
2009-09-01,switzerland,-0.1136719788992337,1,1,1
2009-10-01,switzerland,0.0059877100523735,1,1,1
2009-11-01,switzerland,-0.0798069875710396,1,1,1
2009-12-01,switzerland,0.0012122411107817,1,1,1
2010-01-01,switzerland,-0.0086108183419497,1,1,1
2010-02-01,switzerland,-0.0033016354131731,1,1,1
2010-03-01,switzerland,0.0244656512959977,1,1,1
2010-04-01,switzerland,0.0491513530275042,1,1,1
2010-05-01,switzerland,0.1366002532290409,1,1,1
2010-06-01,switzerland,0.0110286741415315,1,1,1
2010-07-01,switzerland,-0.0115518854874707,1,1,1
2010-08-01,switzerland,0.1140512784066523,1,1,1
2010-09-01,switzerland,0.0862945533678534,1,1,1
2010-10-01,switzerland,0.0316064795047239,1,1,1
2010-11-01,switzerland,0.0672694644561104,1,1,1
2010-12-01,switzerland,0.0312741452317766,1,1,1
