date,country,co2,treatment_dummy,post_dummy,treatment_post_dummy
2005-01-01,austria,10312951610.0,0,0,0
2005-02-01,austria,10367540440.0,0,0,0
2005-03-01,austria,9806112784.0,0,0,0
2005-04-01,austria,7998525772.0,0,0,0
2005-05-01,austria,6837035280.0,0,0,0
2005-06-01,austria,6577163192.0,0,0,0
2005-07-01,austria,6143852095.0,0,0,0
2005-08-01,austria,5917012301.0,0,0,0
2005-09-01,austria,6692564502.0,0,0,0
2005-10-01,austria,8161031880.0,0,0,0
2005-11-01,austria,9612902811.0,0,0,0
2005-12-01,austria,10494798870.0,0,0,0
2006-01-01,austria,11326913730.0,0,0,0
2006-02-01,austria,10341162340.0,0,0,0
2006-03-01,austria,10080312370.0,0,0,0
2006-04-01,austria,8019861660.0,0,0,0
2006-05-01,austria,7005729376.0,0,0,0
2006-06-01,austria,6414918600.0,0,0,0
2006-07-01,austria,6253959822.0,0,0,0
2006-08-01,austria,6355481730.0,0,0,0
2006-09-01,austria,6437930959.0,0,0,0
2006-10-01,austria,8023685962.0,0,0,0
2006-11-01,austria,9124208332.0,0,0,0
2006-12-01,austria,9745757591.0,0,0,0
2007-01-01,austria,9898612552.0,0,0,0
2007-02-01,austria,9503480024.0,0,0,0
2007-03-01,austria,9104354770.0,0,0,0
2007-04-01,austria,7679768223.0,0,0,0
2007-05-01,austria,6910399113.0,0,0,0
2007-06-01,austria,6437970477.0,0,0,0
2007-07-01,austria,6338218291.0,0,0,0
2007-08-01,austria,6179144033.0,0,0,0
2007-09-01,austria,7264558396.0,0,0,0
2007-10-01,austria,8830896352.0,0,0,0
2007-11-01,austria,9773214039.0,0,0,0
2007-12-01,austria,10360380390.0,0,0,0
2005-01-01,belgium,12350469030.0,0,0,0
2005-02-01,belgium,12869273070.0,0,0,0
2005-03-01,belgium,11954268070.0,0,0,0
2005-04-01,belgium,10293935450.0,0,0,0
2005-05-01,belgium,9301997887.0,0,0,0
2005-06-01,belgium,8510677679.0,0,0,0
2005-07-01,belgium,8324121218.0,0,0,0
2005-08-01,belgium,8088528100.0,0,0,0
2005-09-01,belgium,8436800101.000001,0,0,0
2005-10-01,belgium,9280138353.0,0,0,0
2005-11-01,belgium,11821121390.0,0,0,0
2005-12-01,belgium,12907851520.0,0,0,0
2006-01-01,belgium,13298990020.0,0,0,0
2006-02-01,belgium,12662204330.0,0,0,0
2006-03-01,belgium,12725931370.0,0,0,0
2006-04-01,belgium,10287255260.0,0,0,0
2006-05-01,belgium,8674210489.0,0,0,0
2006-06-01,belgium,8463137699.999999,0,0,0
2006-07-01,belgium,8465679117.0,0,0,0
2006-08-01,belgium,8021349763.0,0,0,0
2006-09-01,belgium,8405426729.999999,0,0,0
2006-10-01,belgium,9244949974.0,0,0,0
2006-11-01,belgium,10986523600.0,0,0,0
2006-12-01,belgium,11976480580.0,0,0,0
2007-01-01,belgium,11442107120.0,0,0,0
2007-02-01,belgium,11216192810.0,0,0,0
2007-03-01,belgium,11523257690.0,0,0,0
2007-04-01,belgium,9538081918.0,0,0,0
2007-05-01,belgium,8841511386.0,0,0,0
2007-06-01,belgium,8448374641.0,0,0,0
2007-07-01,belgium,8197855882.0,0,0,0
2007-08-01,belgium,7913552178.0,0,0,0
2007-09-01,belgium,8632933214.0,0,0,0
2007-10-01,belgium,10405471560.0,0,0,0
2007-11-01,belgium,11663780790.0,0,0,0
2007-12-01,belgium,12463876660.0,0,0,0
2005-01-01,bulgaria,5026611968.0,0,0,0
2005-02-01,bulgaria,4881320486.0,0,0,0
2005-03-01,bulgaria,4968066542.0,0,0,0
2005-04-01,bulgaria,4417574613.0,0,0,0
2005-05-01,bulgaria,4283595686.0,0,0,0
2005-06-01,bulgaria,4415478592.0,0,0,0
2005-07-01,bulgaria,4512200346.0,0,0,0
2005-08-01,bulgaria,4410744428.0,0,0,0
2005-09-01,bulgaria,4454767772.0,0,0,0
2005-10-01,bulgaria,4608120586.0,0,0,0
2005-11-01,bulgaria,4839348109.0,0,0,0
2005-12-01,bulgaria,5067853053.0,0,0,0
2006-01-01,bulgaria,5341092838.0,0,0,0
2006-02-01,bulgaria,4983574870.0,0,0,0
2006-03-01,bulgaria,5017202803.0,0,0,0
2006-04-01,bulgaria,4463841987.0,0,0,0
2006-05-01,bulgaria,4435011344.0,0,0,0
2006-06-01,bulgaria,4543110959.0,0,0,0
2006-07-01,bulgaria,4660050068.0,0,0,0
2006-08-01,bulgaria,4509807411.0,0,0,0
2006-09-01,bulgaria,4595085453.0,0,0,0
2006-10-01,bulgaria,4703460586.0,0,0,0
2006-11-01,bulgaria,4858740372.0,0,0,0
2006-12-01,bulgaria,5050951133.0,0,0,0
2007-01-01,bulgaria,5254742185.0,0,0,0
2007-02-01,bulgaria,5061198756.0,0,0,0
2007-03-01,bulgaria,5062996348.0,0,0,0
2007-04-01,bulgaria,4721173007.0,0,0,0
2007-05-01,bulgaria,4672234190.0,0,0,0
2007-06-01,bulgaria,4765102603.0,0,0,0
2007-07-01,bulgaria,4843485475.0,0,0,0
2007-08-01,bulgaria,4792423554.0,0,0,0
2007-09-01,bulgaria,4793430405.0,0,0,0
2007-10-01,bulgaria,5129243763.0,0,0,0
2007-11-01,bulgaria,5532447853.0,0,0,0
2007-12-01,bulgaria,5791058927.0,0,0,0
2005-01-01,croatia,3200264418.0,0,0,0
2005-02-01,croatia,3212905237.0,0,0,0
2005-03-01,croatia,2946684147.0,0,0,0
2005-04-01,croatia,2316884638.0,0,0,0
2005-05-01,croatia,1937434792.0,0,0,0
2005-06-01,croatia,1921986089.0,0,0,0
2005-07-01,croatia,1898401466.0,0,0,0
2005-08-01,croatia,1832122625.0,0,0,0
2005-09-01,croatia,1933773663.0,0,0,0
2005-10-01,croatia,2244289304.0,0,0,0
2005-11-01,croatia,2749733926.0,0,0,0
2005-12-01,croatia,3122937100.0,0,0,0
2006-01-01,croatia,3460227388.0,0,0,0
2006-02-01,croatia,3104174888.0,0,0,0
2006-03-01,croatia,3027750807.0,0,0,0
2006-04-01,croatia,2272709220.0,0,0,0
2006-05-01,croatia,1951492322.0,0,0,0
2006-06-01,croatia,1942317636.0,0,0,0
2006-07-01,croatia,1927980622.0,0,0,0
2006-08-01,croatia,1868469121.0,0,0,0
2006-09-01,croatia,1964941591.0,0,0,0
2006-10-01,croatia,2186273183.0,0,0,0
2006-11-01,croatia,2670014222.0,0,0,0
2006-12-01,croatia,2999321092.0,0,0,0
2007-01-01,croatia,3032200263.0,0,0,0
2007-02-01,croatia,2854119641.0,0,0,0
2007-03-01,croatia,2880771118.0,0,0,0
2007-04-01,croatia,2328479338.0,0,0,0
