date,brent
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,0.004302764314868313
2001-02-01,-0.010130332653671914
2001-03-01,-0.11514918462647294
2001-04-01,0.1199287499293602
2001-05-01,0.020339684237122846
2001-06-01,-0.06767542713806574
2001-07-01,-0.15304715132845503
2001-08-01,-0.16212944555906317
2001-09-01,-0.2573677155298286
2001-10-01,-0.41032184422111406
2001-11-01,-0.5489204988186742
2001-12-01,-0.31587521890149217
2002-01-01,-0.2770698336054096
2002-02-01,-0.3045508259495433
2002-03-01,-0.03319806940959591
2002-04-01,0.002724267106162248
2002-05-01,-0.11043636908661592
2002-06-01,-0.14545134593267273
2002-07-01,0.04489333776501603
2002-08-01,0.037076671790092774
2002-09-01,0.10301584869857194
2002-10-01,0.2932652888000966
2002-11-01,0.2582642177234775
2002-12-01,0.414863173556427
2003-01-01,0.47347340076645184
2003-02-01,0.4798782839877407
2003-03-01,0.2558517048162354
2003-04-01,-0.02878180142545217
2003-05-01,0.019918643306519268
2003-06-01,0.13824410752772343
2003-07-01,0.09658082800578072
2003-08-01,0.11473482568399307
2003-09-01,-0.04648648165658642
2003-10-01,0.0724726488129912
2003-11-01,0.1665166796839781
2003-12-01,0.0509225938475546
2004-01-01,0.0032020520474795866
2004-02-01,-0.06005261577570842
2004-03-01,0.09409177279485714
2004-04-01,0.29535257875600074
2004-05-01,0.37350848624216626
2004-06-01,0.24085201134106837
2004-07-01,0.2987319086383655
2004-08-01,0.3576112735951553
2004-09-01,0.4659378317394909
2004-10-01,0.5195011548259458
2004-11-01,0.40511722151568375
2004-12-01,0.2839852105704548
2005-01-01,0.3527349673506528
2005-02-01,0.38781182194732056
2005-03-01,0.4567584024957152
2005-04-01,0.43470495582404167
2005-05-01,0.2584459490461364
2005-06-01,0.43496687425780634
2005-07-01,0.40877377460066455
2005-08-01,0.40343528463037037
2005-09-01,0.37586463833187356
2005-10-01,0.1620969843242941
2005-11-01,0.24793233978204832
2005-12-01,0.3617629879624191
2006-01-01,0.3472621006060743
2006-02-01,0.2805657825940209
2006-03-01,0.1559247307723406
2006-04-01,0.3032692873894378
2006-05-01,0.36069562712661396
2006-06-01,0.232264660722306
2006-07-01,0.24746294728193075
2006-08-01,0.13503463855160636
2006-09-01,-0.015216118033270831
2006-10-01,-0.012548510169355431
2006-11-01,0.06177402276458466
2006-12-01,0.0940943352826249
2007-01-01,-0.15993549097041093
2007-02-01,-0.0450105694571894
2007-03-01,-0.00016114736961814202
2007-04-01,-0.04022320808236568
2007-05-01,-0.03752538977675357
2007-06-01,0.03567458025358494
2007-07-01,0.04330025677612159
2007-08-01,-0.034311303781393576
2007-09-01,0.2195217649208443
2007-10-01,0.3536952452473745
2007-11-01,0.45277384659427256
2007-12-01,0.3754035382323426
2008-01-01,0.5407026946289362
2008-02-01,0.5009437408829243
2008-03-01,0.5129828440432931
2008-04-01,0.48001043918533615
2008-05-01,0.6027349697311672
2008-06-01,0.6218393767322716
2008-07-01,0.5453457284113457
2008-08-01,0.4702155909521135
2008-09-01,0.2310685253520539
2008-10-01,-0.14004131100387962
2008-11-01,-0.5663748630576424
2008-12-01,-0.8224613075255376
2009-01-01,-0.7523625116666826
2009-02-01,-0.7851572007693011
2009-03-01,-0.8006111978197632
2009-04-01,-0.7763733370023749
2009-05-01,-0.7622563919923477
2009-06-01,-0.6567849345725811
2009-07-01,-0.7225070875734154
2009-08-01,-0.4457849768601969
