date,act,pred
2001-01-01,,-99921133.05888388
2001-02-01,,69912196.71373163
2001-03-01,,54668053.55698805
2001-04-01,,355538298.78377974
2001-05-01,,5178051.739047089
2001-06-01,,238280739.2981214
2001-07-01,,-89920268.97674538
2001-08-01,,85721156.26163475
2001-09-01,,398470056.2983402
2001-10-01,,-58544347.469538935
2001-11-01,,558366454.988542
2001-12-01,,712454962.5271248
2002-01-01,0.02119151517047868,62160842.45681346
2002-02-01,-0.055581948780414336,-294117585.70665455
2002-03-01,-0.013039869811812821,-100035156.59253238
2002-04-01,-0.07611986157028738,-31544219.97295896
2002-05-01,0.05654917423296979,159330006.1368534
2002-06-01,-0.13566033942473155,-171516652.30302015
2002-07-01,-0.0008919624475609567,25481265.5921835
2002-08-01,0.0674149148994978,-10759409.507263014
2002-09-01,-0.07122594670564553,-139526098.29029194
2002-10-01,0.08280697325999498,481434589.83366287
2002-11-01,-0.09425435658192782,-525408037.42139345
2002-12-01,-0.12097605310231785,-526786425.328471
2003-01-01,0.032709897490867945,114272136.87063617
2003-02-01,0.1768586763381066,781655735.6098808
2003-03-01,0.016624454345738116,118262831.97080739
2003-04-01,0.028890864078086054,63427435.06311151
2003-05-01,-0.03917854014891731,-88268314.74819133
2003-06-01,-0.048775976303755186,-16564635.795548504
2003-07-01,-0.049515375664910266,129645471.7781462
2003-08-01,-0.08935364843040006,193346206.94222453
2003-09-01,-0.03925048516596519,9802937.652308408
2003-10-01,0.11413744964197292,425393577.95261586
2003-11-01,0.039833052584622664,295331455.7116553
2003-12-01,0.05672863413171925,208351370.82282096
2004-01-01,-0.030744683540284257,36384568.74594665
2004-02-01,-0.07248905524777882,-299101882.47375804
2004-03-01,0.06897657216672215,325270102.97398394
2004-04-01,-0.004432949638609074,-44954052.64111401
2004-05-01,0.09497616866338632,508462458.2224445
2004-06-01,0.15340022808075915,374505572.34406674
2004-07-01,0.08772889282263563,121164296.25910188
2004-08-01,0.08290978072082567,56871895.98241655
2004-09-01,-0.016374180372022096,41026790.48442845
2004-10-01,-0.13758931026078614,-557470783.4005878
2004-11-01,0.027325115543710865,104512329.94560398
2004-12-01,0.004772084780821473,60981182.083491065
2005-01-01,0.03822123365620911,-128435044.22338177
2005-02-01,0.06760948078966678,384019622.6009321
2005-03-01,-0.0071836981829918045,50850474.89078521
2005-04-01,0.001822525623218496,32081887.458265416
2005-05-01,-0.06208360545190317,-195090314.9953299
2005-06-01,-0.04751261282614294,41212966.32223717
2005-07-01,-0.003756106400391701,42137520.03696495
2005-08-01,0.08092767984347304,48923302.00910907
2005-09-01,-6.511005909004552e-05,-29774465.12549977
2005-10-01,0.011937264710525142,-7890330.597936021
2005-11-01,0.008250547942687092,232643678.0386407
2005-12-01,0.06812213226289288,281217626.3845795
2006-01-01,0.04689691432012211,508945884.16834164
2006-02-01,-0.030575729253126127,-93998425.46034338
2006-03-01,0.058573222435740036,229166355.08624884
2006-04-01,0.011311855725658404,-28514096.99155485
2006-05-01,0.02655267609416967,-79302318.20502678
2006-06-01,0.033875256884950744,-135201550.07506034
2006-07-01,-0.04120217506948265,15930500.443408065
2006-08-01,0.07599731709117208,144225160.31215018
2006-09-01,-0.03561532955544777,-178070843.0731755
2006-10-01,-0.026497051838180852,-118254233.75258835
2006-11-01,-0.060095927583248,-384770771.77618164
2006-12-01,-0.08304172318017322,-529159166.2304658
2007-01-01,-0.1752546896351319,-931141440.1446425
2007-02-01,-0.1235341351075796,-652295658.4517301
2007-03-01,-0.10244155541998268,-655895945.627473
2007-04-01,-0.1436644856086744,-347150812.32214034
2007-05-01,-0.04634578762604491,-66591782.4628999
2007-06-01,0.005734659883941617,-60109606.5163743
2007-07-01,0.05999495385214004,-67395404.28675233
2007-08-01,-0.10160685724381224,-178679543.1959165
2007-09-01,0.11472822335564459,339128106.22683346
2007-10-01,0.06399643866425109,453696215.40969616
2007-11-01,0.06695456477089223,234745527.24088308
2007-12-01,0.021027188172098477,166243784.9567201
2008-01-01,0.05231184024633251,105966450.1447246
2008-02-01,0.06136572667961104,222544347.83804515
2008-03-01,0.051773946564637185,205084783.68906286
2008-04-01,0.17114043956176772,433184368.21746755
2008-05-01,0.007615706600663685,-84128546.56364705
2008-06-01,0.0030817649635430655,-41539453.33833297
2008-07-01,-0.003844360893111798,-23496057.180038206
2008-08-01,-0.006942888989907914,17805100.22639391
2008-09-01,0.029244030412588273,66269003.61664069
2008-10-01,0.004231456618139617,-126056512.59476899
2008-11-01,7.079642275442666e-05,-267106438.97926065
2008-12-01,0.015427209894308902,-46442754.2187675
2009-01-01,0.08656607425825058,242266347.49332017
2009-02-01,0.029509771556874398,-129447499.81442212
2009-03-01,-0.01844575671370663,-356980086.78970426
2009-04-01,-0.10339318834473943,-634297881.7587361
2009-05-01,-0.05275138166064153,-92724594.47501616
2009-06-01,0.0020040765516142756,-41785910.54538704
2009-07-01,-0.03797586836492073,-187810663.27604818
2009-08-01,-0.10081315912056965,-192475504.9678772
2009-09-01,-0.11367197889923375,-409588609.5100969
2009-10-01,0.005987710052373529,-23252846.65038102
2009-11-01,-0.07980698757103966,-277641185.359906
2009-12-01,0.0012122411107817754,-83935962.85952854
2010-01-01,-0.008610818341949766,327021268.293195
2010-02-01,-0.0033016354131731873,345959007.58545715
2010-03-01,0.02446565129599776,379401263.4167573
2010-04-01,0.049151353027504285,566909868.4552977
2010-05-01,0.1366002532290409,541463290.6834991
2010-06-01,0.011028674141531525,253375788.5039588
2010-07-01,-0.01155188548747077,337041443.6691945
2010-08-01,0.1140512784066523,238724532.78831795
2010-09-01,0.08629455336785341,341905321.1359212
2010-10-01,0.03160647950472395,196731065.18245956
2010-11-01,0.06726946445611048,441575394.8586998
2010-12-01,0.03127414523177663,554367304.0625323
2011-01-01,-0.09003860836099875,-443975049.22547877
2011-02-01,-0.09865475193910811,-357683503.630953
2011-03-01,-0.07756554384889469,-157080542.45435476
2011-04-01,-0.09596845187437353,-395960463.0540396
2011-05-01,-0.12773904087945098,-251554689.04517925
2011-06-01,-0.02926798384969942,-247300538.60081628
2011-07-01,0.08774591156941725,-183206516.39914826
2011-08-01,-0.10501348526772958,-282927408.7157249
2011-09-01,-0.15308552815853815,-464206165.723963
2011-10-01,-0.07933583689180423,-381793579.3988713
2011-11-01,-0.09505416848191928,-260177560.47125438
2011-12-01,-0.14197920693534627,-856875568.5314165
2012-01-01,-0.02302853971207597,-371101324.4024597
2012-02-01,0.1569775396059221,524441346.24511427
2012-03-01,-0.04134933848576949,-455133255.76040596
2012-04-01,0.09747864217140645,265015614.2813783
2012-05-01,0.04418825724947695,-257316266.33103934
2012-06-01,-0.02157171672759972,-74903559.2068348
2012-07-01,-0.05913456147995433,-177568084.2511894
2012-08-01,0.006160647671475061,66915378.27476353
2012-09-01,0.09439955294568492,152534057.74161568
2012-10-01,0.016003778132006374,-31036994.479803644
2012-11-01,0.03159961255837018,-95128134.92219284
2012-12-01,0.09123970309562779,240834983.63274986
2013-01-01,0.04748662603340037,530160446.17167145
2013-02-01,-0.04101853419406254,-225381337.17256504
2013-03-01,0.12918852292600036,793579628.0830237
2013-04-01,0.0008305158786150457,71042510.65176056
2013-05-01,0.10692092863984826,336741818.18478054
2013-06-01,0.08003833461023646,94973978.55661012
2013-07-01,-0.03513177831435854,74169972.22521454
2013-08-01,0.04656574945756731,38435846.18754343
2013-09-01,-0.0016525903108863815,33923435.98329653
2013-10-01,-0.019596126935713443,-163717554.0026617
2013-11-01,0.05934674834158571,143579454.71501467
2013-12-01,-0.04079659815968739,-307319041.9076678
2014-01-01,-0.1200876276428744,-758127416.7028333
2014-02-01,-0.15988074465529678,-738923292.5251828
2014-03-01,-0.1451522302420436,-876116949.5747049
2014-04-01,-0.0851276064566342,-396042757.5483862
2014-05-01,-0.09945058947203123,-217204314.27579474
2014-06-01,-0.07668180335373975,-113732230.05648169
2014-07-01,0.058088922903216655,-135963034.29814675
2014-08-01,0.05573911911253049,-59590238.57376938
2014-09-01,-0.024005205554903597,-85360409.48317608
2014-10-01,-0.052820281431152694,-81896673.47487918
2014-11-01,-0.12215535510482312,-363621337.67618924
2014-12-01,-0.08211114442960721,54249003.56514738
2015-01-01,0.007275165161782837,149843699.15207282
2015-02-01,0.05572922780038425,369704160.0023253
2015-03-01,-0.0005494220708044395,309405711.74957997
2015-04-01,0.0035112156039183162,183046037.09111258
2015-05-01,-0.04783612871736054,-61493806.14322161
2015-06-01,-0.05192671952418593,-121776226.34864832
2015-07-01,-0.10836544329959708,20062974.225861758
2015-08-01,-0.13168252568285155,-34944707.264892206
2015-09-01,0.026229322351284168,155739365.09579065
2015-10-01,0.05386291523484488,279201248.7452828
2015-11-01,-0.005034985905695066,41150377.195354745
2015-12-01,-0.024732737077780342,-220995583.42205822
2016-01-01,0.021564890300432182,93134165.71993843
2016-02-01,-0.03026806876954069,-247975943.76621816
2016-03-01,0.06481780053078623,69966500.27734041
2016-04-01,0.02471018689625737,119150800.05777617
2016-05-01,0.034249689594492594,50575832.04018898
2016-06-01,0.04671222642864592,143143796.6161647
2016-07-01,-0.002655323053659231,-38765792.46421472
2016-08-01,0.010635988903491267,-91539550.8434751
2016-09-01,-0.08928662059581782,-279405508.9062715
2016-10-01,0.022825993740060113,45127067.60045512
2016-11-01,0.0681407533158307,354076496.5272837
2016-12-01,0.06066482669221074,486099880.4015276
2017-01-01,0.07825967630367359,404220037.14070296
2017-02-01,-0.043472135846947424,-71246212.18762158
2017-03-01,-0.11576800062513826,-399965174.20117116
2017-04-01,-0.00300585039947876,74195434.20168324
2017-05-01,-0.04994532959209863,804768.0013429634
2017-06-01,-0.09226716265747825,89687371.0838157
2017-07-01,0.017395967900210252,233046875.39371333
2017-08-01,-0.015888831311567486,182613021.43720233
2017-09-01,0.10284995257859819,296420353.6325624
2017-10-01,-0.0815962577972229,-332203716.83550066
2017-11-01,-0.005737235684925679,-183050876.05286723
2017-12-01,0.01905671489616978,-187702430.68352947
2018-01-01,-0.040630235890716904,101301515.4890205
2018-02-01,-0.03257352525616852,-52543343.8128602
2018-03-01,-0.030272446957166466,-172029262.2064591
2018-04-01,-0.037680734822743034,-241314456.22114265
2018-05-01,-0.029737373509796328,-310301734.82035726
2018-06-01,-0.011446815927666165,-173238961.1436503
2018-07-01,-0.01911196042457064,-210679455.9994742
2018-08-01,-0.02073497912569877,-172304666.91967815
2018-09-01,-0.018117603788589065,-239369170.1673335
2018-10-01,-0.0316542364412804,-165604841.89102137
2018-11-01,-0.03234601830192929,-81230615.89610921
2018-12-01,-0.033877098370400205,-140045649.87374398
2019-01-01,-0.008782218135390707,88129744.90901823
2019-02-01,-0.009609007975324602,59470001.170535706
2019-03-01,-0.0010069065916766817,58985440.86821714
2019-04-01,0.014934315783055041,40907833.932324335
2019-05-01,0.015669805991649355,45356913.84497032
2019-06-01,0.003581771575333903,79118195.84051155
2019-07-01,0.014089847972151404,99383993.12917247
2019-08-01,0.027670200534348766,65906182.51353551
2019-09-01,-0.0004448505519611956,94276457.67860697
2019-10-01,0.008483429717411894,66884277.40746636
