date,pop
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,
2002-01-01,0.00022209964565611529
2002-04-01,0.00022209964565611529
2002-07-01,0.00022209964565611529
2002-10-01,0.00022209964565611529
2003-01-01,-0.00012328534637795485
2003-04-01,-0.00012328534637795485
2003-07-01,-0.00012328534637795485
2003-10-01,-0.00012328534637795485
2004-01-01,-0.0030825315039049173
2004-04-01,-0.0030825315039049173
2004-07-01,-0.0030825315039049173
2004-10-01,-0.0030825315039049173
2005-01-01,-0.005081138026582721
2005-04-01,-0.005081138026582721
2005-07-01,-0.005081138026582721
2005-10-01,-0.005081138026582721
2006-01-01,0.00034173323800068545
2006-04-01,0.00034173323800068545
2006-07-01,0.00034173323800068545
2006-10-01,0.00034173323800068545
2007-01-01,0.004083237844367815
2007-04-01,0.004083237844367815
2007-07-01,0.004083237844367815
2007-10-01,0.004083237844367815
2008-01-01,0.0015784888596073188
2008-04-01,0.0015784888596073188
2008-07-01,0.0015784888596073188
2008-10-01,0.0015784888596073188
2009-01-01,-0.000802441774837348
2009-04-01,-0.000802441774837348
2009-07-01,-0.000802441774837348
2009-10-01,-0.000802441774837348
2010-01-01,-0.009859740758164648
2010-04-01,-0.009859740758164648
2010-07-01,-0.009859740758164648
2010-10-01,-0.009859740758164648
2011-01-01,-0.0016368400749282586
2011-04-01,-0.0016368400749282586
2011-07-01,-0.0016368400749282586
2011-10-01,-0.0016368400749282586
2012-01-01,0.009197374604541508
2012-04-01,0.009197374604541508
2012-07-01,0.009197374604541508
2012-10-01,0.009197374604541508
2013-01-01,0.0032726381437697682
2013-04-01,0.0032726381437697682
2013-07-01,0.0032726381437697682
2013-10-01,0.0032726381437697682
2014-01-01,0.0015346524594370692
2014-04-01,0.0015346524594370692
2014-07-01,0.0015346524594370692
2014-10-01,0.0015346524594370692
2015-01-01,-0.0008314951641636981
2015-04-01,-0.0008314951641636981
2015-07-01,-0.0008314951641636981
2015-10-01,-0.0008314951641636981
2016-01-01,-0.0032920769266446825
2016-04-01,-0.0032920769266446825
2016-07-01,-0.0032920769266446825
2016-10-01,-0.0032920769266446825
2017-01-01,-0.0012591635745451413
2017-04-01,-0.0012591635745451413
2017-07-01,-0.0012591635745451413
2017-10-01,-0.0012591635745451413
2018-01-01,0.004417281840281007
2018-04-01,0.004417281840281007
2018-07-01,0.004417281840281007
2018-10-01,0.004417281840281007
2019-01-01,0.006911255876506317
2019-04-01,0.006911255876506317
2019-07-01,0.006911255876506317
2019-10-01,0.006911255876506317
