date,ind_prod
2000-01-01,
2000-02-01,0.030999999999999993
2000-03-01,-0.007999999999999993
2000-04-01,0.016
2000-05-01,0.031
2000-06-01,-0.033
2000-07-01,-0.020999999999999998
2000-08-01,0.057
2000-09-01,-0.045000000000000005
2000-10-01,-0.020999999999999998
2000-11-01,0.006999999999999999
2000-12-01,0.061000000000000006
2001-01-01,-0.053000000000000005
2001-02-01,-0.0040000000000000036
2001-03-01,0.0
2001-04-01,-0.036
2001-05-01,0.003
2001-06-01,0.001
2001-07-01,0.004
2001-08-01,-0.04
2001-09-01,0.022
2001-10-01,-0.008
2001-11-01,-0.033
2001-12-01,-0.01199999999999999
2002-01-01,0.024999999999999994
2002-02-01,0.017
2002-03-01,0.0049999999999999975
2002-04-01,-0.015
2002-05-01,0.031
2002-06-01,-0.013000000000000001
2002-07-01,0.02
2002-08-01,-0.034
2002-09-01,0.034
2002-10-01,-0.003
2002-11-01,0.036000000000000004
2002-12-01,-0.029
2003-01-01,0.019000000000000003
2003-02-01,-0.034
2003-03-01,-0.008
2003-04-01,0.053000000000000005
2003-05-01,-0.07500000000000001
2003-06-01,0.021
2003-07-01,0.023
2003-08-01,-0.01
2003-09-01,-0.017
2003-10-01,0.026000000000000002
2003-11-01,-0.007
2003-12-01,0.008
2004-01-01,-0.012
2004-02-01,0.02
2004-03-01,-0.024
2004-04-01,0.013999999999999999
2004-05-01,0.027000000000000003
2004-06-01,-0.020000000000000004
2004-07-01,-0.008
2004-08-01,0.004
2004-09-01,0.006000000000000001
2004-10-01,-0.0010000000000000009
2004-11-01,-0.033
2004-12-01,-0.010000000000000002
2005-01-01,-0.0010000000000000009
2005-02-01,0.009000000000000001
2005-03-01,0.021000000000000005
2005-04-01,0.004
2005-05-01,-0.020000000000000004
2005-06-01,0.004
2005-07-01,0.013000000000000001
2005-08-01,0.023000000000000003
2005-09-01,-0.017
2005-10-01,-0.008
2005-11-01,0.024
2005-12-01,-0.005000000000000001
2006-01-01,-0.002
2006-02-01,0.017999999999999995
2006-03-01,0.006000000000000005
2006-04-01,-0.032
2006-05-01,0.05
2006-06-01,0.0029999999999999957
2006-07-01,-0.032
2006-08-01,0.038
2006-09-01,-0.018999999999999996
2006-10-01,-0.0020000000000000018
2006-11-01,-0.012000000000000004
2006-12-01,0.038000000000000006
2007-01-01,-0.019000000000000003
2007-02-01,-0.015
2007-03-01,0.0030000000000000027
2007-04-01,-0.012000000000000004
2007-05-01,-0.0009999999999999974
2007-06-01,-0.009000000000000001
2007-07-01,0.009999999999999998
2007-08-01,0.034
2007-09-01,-0.031
2007-10-01,-0.013000000000000001
2007-11-01,-0.015000000000000001
2007-12-01,-0.061
2008-01-01,0.089
2008-02-01,-0.017
2008-03-01,-0.003000000000000001
2008-04-01,0.030000000000000006
2008-05-01,-0.05700000000000001
2008-06-01,0.017
2008-07-01,-0.022000000000000002
2008-08-01,-0.05599999999999999
2008-09-01,0.012999999999999984
2008-10-01,-0.006999999999999992
2008-11-01,-0.02099999999999999
2008-12-01,-0.048
2009-01-01,-0.05200000000000002
2009-02-01,-0.02699999999999997
2009-03-01,-0.03400000000000003
2009-04-01,-0.0010000000000000009
2009-05-01,0.04200000000000001
2009-06-01,-0.014000000000000012
2009-07-01,0.04600000000000001
2009-08-01,0.001999999999999974
2009-09-01,0.02400000000000002
2009-10-01,0.031
2009-11-01,0.03499999999999999
2009-12-01,0.030000000000000013
2010-01-01,0.066
2010-02-01,0.029
2010-03-01,0.048
2010-04-01,0.0050000000000000044
2010-05-01,-0.010999999999999996
2010-06-01,0.034
2010-07-01,-0.023000000000000007
2010-08-01,0.06499999999999999
2010-09-01,-0.09
2010-10-01,-0.017999999999999995
2010-11-01,0.006999999999999999
2010-12-01,0.032
2011-01-01,-0.065
2011-02-01,0.039
2011-03-01,0.0
2011-04-01,0.000999999999999994
2011-05-01,-0.02099999999999999
2011-06-01,-0.035
2011-07-01,0.001
2011-08-01,0.069
2011-09-01,-0.08800000000000001
2011-10-01,-0.019000000000000003
2011-11-01,0.0030000000000000027
2011-12-01,0.009000000000000001
2012-01-01,-0.024
2012-02-01,-0.021000000000000005
2012-03-01,0.0
2012-04-01,-0.021999999999999992
2012-05-01,0.034999999999999996
2012-06-01,-0.013000000000000005
2012-07-01,0.014000000000000012
2012-08-01,0.006999999999999992
2012-09-01,0.0040000000000000036
2012-10-01,-0.010000000000000002
2012-11-01,-0.019999999999999997
2012-12-01,0.0040000000000000036
2013-01-01,0.03899999999999999
2013-02-01,-0.012999999999999998
2013-03-01,-0.010000000000000002
2013-04-01,0.006999999999999999
2013-05-01,0.0050000000000000044
2013-06-01,0.021999999999999995
2013-07-01,-0.016000000000000004
2013-08-01,-0.007999999999999993
2013-09-01,0.015
2013-10-01,0.024999999999999998
2013-11-01,0.012
2013-12-01,-0.018000000000000002
2014-01-01,0.022000000000000002
2014-02-01,-0.007000000000000001
2014-03-01,-0.006
2014-04-01,0.018000000000000002
2014-05-01,-0.035
2014-06-01,0.020999999999999998
2014-07-01,-0.013000000000000001
2014-08-01,0.005000000000000001
